release_code,publication,series_code,category,sub_category,sub_component,price_type,metric,frequency,value,date,seasonal_adjustment
P0441,Gross domestic product,QRU2040,Expenditure on GDP,Exports of goods and services,,Constant 2015 prices,Rand Value,Quarterly,220888.300711149,2001-10-01,Actual values
P0441,Gross domestic product,QRU2050,Expenditure on GDP,Imports of goods and services,,Constant 2015 prices,Rand Value,Quarterly,146184.198176363,2001-10-01,Actual values
P0441,Gross domestic product,QRU2000,Expenditure on GDP,Expenditure on GDP (total),,Constant 2015 prices,Rand Value,Quarterly,754336.77572817,2001-10-01,Actual values
P0441,Gross domestic product,QRU2001,Residual (production less expenditure),,,Constant 2015 prices,Rand Value,Quarterly,-11497.119827272,2001-10-01,Actual values
P0441,Gross domestic product,QRU2002,Residual (production less expenditure),,,Constant 2015 prices,Rand Value,Quarterly,-1.547725641,2001-10-01,Actual values
P0441,Gross domestic product,QRU3010,Final consumption expenditure by households,Food and non-alcoholic beverages,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3020,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3030,Final consumption expenditure by households,Clothing and footwear,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3040,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3050,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3060,Final consumption expenditure by households,Health,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3070,Final consumption expenditure by households,Transport,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3080,Final consumption expenditure by households,Communication,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3090,Final consumption expenditure by households,Recreation and culture,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3100,Final consumption expenditure by households,Education,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3110,Final consumption expenditure by households,Restaurants and hotels,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3120,Final consumption expenditure by households,Miscellaneous goods and services,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU3210,Final consumption expenditure by households,Durable goods,,Constant 2015 prices,Rand Value,Quarterly,36609.587986457,2001-10-01,Actual values
P0441,Gross domestic product,QRU3220,Final consumption expenditure by households,Semi-durable goods,,Constant 2015 prices,Rand Value,Quarterly,32200.991948293,2001-10-01,Actual values
P0441,Gross domestic product,QRU3230,Final consumption expenditure by households,Non-durable goods,,Constant 2015 prices,Rand Value,Quarterly,169051.366775004,2001-10-01,Actual values
P0441,Gross domestic product,QRU3240,Final consumption expenditure by households,Services,,Constant 2015 prices,Rand Value,Quarterly,225100.991890503,2001-10-01,Actual values
P0441,Gross domestic product,QRU4020,Gross fixed capital formation (type of organisation),General government,,Constant 2015 prices,Rand Value,Quarterly,16685.134373446,2001-10-01,Actual values
P0441,Gross domestic product,QRU4030,Gross fixed capital formation (type of organisation),Public corporations,,Constant 2015 prices,Rand Value,Quarterly,8197.412845376,2001-10-01,Actual values
P0441,Gross domestic product,QRU4040,Gross fixed capital formation (type of organisation),Private business enterprises,,Constant 2015 prices,Rand Value,Quarterly,73167.80570993,2001-10-01,Actual values
P0441,Gross domestic product,QRU4050,Gross fixed capital formation (type of asset),Residential buildings,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU4060,Gross fixed capital formation (type of asset),Non-residential buildings,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU4070,Gross fixed capital formation (type of asset),Construction works,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU4080,Gross fixed capital formation (type of asset),Transport equipment,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU4160,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU4170,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRU4150,Gross fixed capital formation (type of asset),Transfer costs,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Actual values
P0441,Gross domestic product,QRS1001,Value added at basic prices,"Agriculture, forestry and fishing",,Constant 2015 prices,Rand Value,Quarterly,67157.120929578,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1002,Value added at basic prices,Mining and quarrying,,Constant 2015 prices,Rand Value,Quarterly,218728.317981479,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1003,Value added at basic prices,Manufacturing,,Constant 2015 prices,Rand Value,Quarterly,429056.552934897,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1004,Value added at basic prices,"Electricity, gas and water",,Constant 2015 prices,Rand Value,Quarterly,95884.072115278,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1005,Value added at basic prices,Construction,,Constant 2015 prices,Rand Value,Quarterly,66148.092140808,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1006,Value added at basic prices,"Trade, catering and accommodation",,Constant 2015 prices,Rand Value,Quarterly,354303.195262789,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1007,Value added at basic prices,"Transport, storage and communication",,Constant 2015 prices,Rand Value,Quarterly,213871.951769149,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1008,Value added at basic prices,"Finance, real estate and business services",,Constant 2015 prices,Rand Value,Quarterly,517765.365796455,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1009,Value added at basic prices,General government services,,Constant 2015 prices,Rand Value,Quarterly,227952.299140275,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1010,Value added at basic prices,Personal services,,Constant 2015 prices,Rand Value,Quarterly,453681.475589595,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1011,Value added at basic prices,Value added at basic prices (total),,Constant 2015 prices,Rand Value,Quarterly,2638196.424005489,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1012,Taxes less subsidies on products,Taxes less subsidies on products,,Constant 2015 prices,Rand Value,Quarterly,289918.82795793,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1000,GDP at market prices,GDP at market prices,,Constant 2015 prices,Rand Value,Quarterly,2927261.597658945,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1015,Value added at basic prices,Primary industries,,Constant 2015 prices,Rand Value,Quarterly,285885.438911057,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1016,Value added at basic prices,Secondary industries,,Constant 2015 prices,Rand Value,Quarterly,591088.717190983,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS1017,Value added at basic prices,Tertiary industries,,Constant 2015 prices,Rand Value,Quarterly,1767574.287558263,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2010,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Constant 2015 prices,Rand Value,Quarterly,2289361.516342948,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2011,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Constant 2015 prices,Rand Value,Quarterly,1760086.200823651,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2012,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Constant 2015 prices,Rand Value,Quarterly,529275.315519297,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2020,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Constant 2015 prices,Rand Value,Quarterly,389278.012345402,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2021,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Constant 2015 prices,Rand Value,Quarterly,375480.519144529,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2022,Expenditure on GDP,Gross capital formation,Change in inventories,Constant 2015 prices,Rand Value,Quarterly,13797.493200873,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2030,Expenditure on GDP,Gross domestic expenditure,,Constant 2015 prices,Rand Value,Quarterly,2655774.205816588,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2040,Expenditure on GDP,Exports of goods and services,,Constant 2015 prices,Rand Value,Quarterly,877359.290660955,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2050,Expenditure on GDP,Imports of goods and services,,Constant 2015 prices,Rand Value,Quarterly,574667.155164549,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2000,Expenditure on GDP,Expenditure on GDP (total),,Constant 2015 prices,Rand Value,Quarterly,2943173.197289647,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2001,Residual (production less expenditure),,,Constant 2015 prices,Rand Value,Quarterly,-15911.599630702,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS2002,Residual (production less expenditure),,,Constant 2015 prices,Rand Value,Quarterly,-0.543566029,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3010,Final consumption expenditure by households,Food and non-alcoholic beverages,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3020,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3030,Final consumption expenditure by households,Clothing and footwear,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3040,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3050,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3060,Final consumption expenditure by households,Health,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3070,Final consumption expenditure by households,Transport,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3080,Final consumption expenditure by households,Communication,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3090,Final consumption expenditure by households,Recreation and culture,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3100,Final consumption expenditure by households,Education,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3110,Final consumption expenditure by households,Restaurants and hotels,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3120,Final consumption expenditure by households,Miscellaneous goods and services,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3210,Final consumption expenditure by households,Durable goods,,Constant 2015 prices,Rand Value,Quarterly,133037.040544459,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3220,Final consumption expenditure by households,Semi-durable goods,,Constant 2015 prices,Rand Value,Quarterly,106444.277497495,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3230,Final consumption expenditure by households,Non-durable goods,,Constant 2015 prices,Rand Value,Quarterly,648016.625158579,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS3240,Final consumption expenditure by households,Services,,Constant 2015 prices,Rand Value,Quarterly,906271.734700603,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4020,Gross fixed capital formation (type of organisation),General government,,Constant 2015 prices,Rand Value,Quarterly,65467.229447884,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4030,Gross fixed capital formation (type of organisation),Public corporations,,Constant 2015 prices,Rand Value,Quarterly,33917.317614513,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4040,Gross fixed capital formation (type of organisation),Private business enterprises,,Constant 2015 prices,Rand Value,Quarterly,285064.823912434,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4050,Gross fixed capital formation (type of asset),Residential buildings,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4060,Gross fixed capital formation (type of asset),Non-residential buildings,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4070,Gross fixed capital formation (type of asset),Construction works,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4080,Gross fixed capital formation (type of asset),Transport equipment,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4160,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4170,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QRS4150,Gross fixed capital formation (type of asset),Transfer costs,,Constant 2015 prices,Rand Value,Quarterly,,2001-10-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNU1001,Value added at basic prices,"Agriculture, forestry and fishing",,Current prices,Rand Value,Quarterly,6695.38222608,2002-01-01,Actual values
P0441,Gross domestic product,QNU1002,Value added at basic prices,Mining and quarrying,,Current prices,Rand Value,Quarterly,17661.105487077,2002-01-01,Actual values
P0441,Gross domestic product,QNU1003,Value added at basic prices,Manufacturing,,Current prices,Rand Value,Quarterly,58930.791307827,2002-01-01,Actual values
P0441,Gross domestic product,QNU1004,Value added at basic prices,"Electricity, gas and water",,Current prices,Rand Value,Quarterly,4730.436091255,2002-01-01,Actual values
P0441,Gross domestic product,QNU1005,Value added at basic prices,Construction,,Current prices,Rand Value,Quarterly,7066.984630565,2002-01-01,Actual values
P0441,Gross domestic product,QNU1006,Value added at basic prices,"Trade, catering and accommodation",,Current prices,Rand Value,Quarterly,36182.329396791,2002-01-01,Actual values
P0441,Gross domestic product,QNU1007,Value added at basic prices,"Transport, storage and communication",,Current prices,Rand Value,Quarterly,27426.079168346,2002-01-01,Actual values
P0441,Gross domestic product,QNU1008,Value added at basic prices,"Finance, real estate and business services",,Current prices,Rand Value,Quarterly,65660.436065448,2002-01-01,Actual values
P0441,Gross domestic product,QNU1009,Value added at basic prices,General government services,,Current prices,Rand Value,Quarterly,21373.636441799,2002-01-01,Actual values
P0441,Gross domestic product,QNU1010,Value added at basic prices,Personal services,,Current prices,Rand Value,Quarterly,44847.497076928,2002-01-01,Actual values
P0441,Gross domestic product,QNU1011,Value added at basic prices,Value added at basic prices (total),,Current prices,Rand Value,Quarterly,290574.677892116,2002-01-01,Actual values
P0441,Gross domestic product,QNU1012,Taxes less subsidies on products,Taxes less subsidies on products,,Current prices,Rand Value,Quarterly,26787.0,2002-01-01,Actual values
P0441,Gross domestic product,QNU1000,GDP at market prices,GDP at market prices,,Current prices,Rand Value,Quarterly,317361.677892116,2002-01-01,Actual values
P0441,Gross domestic product,QNU1015,Value added at basic prices,Primary industries,,Current prices,Rand Value,Quarterly,24356.487713158,2002-01-01,Actual values
P0441,Gross domestic product,QNU1016,Value added at basic prices,Secondary industries,,Current prices,Rand Value,Quarterly,70728.212029647,2002-01-01,Actual values
P0441,Gross domestic product,QNU1017,Value added at basic prices,Tertiary industries,,Current prices,Rand Value,Quarterly,195489.978149312,2002-01-01,Actual values
P0441,Gross domestic product,QNU1101,Compensation of employees,"Agriculture, forestry and fishing",,Current prices,Rand Value,Quarterly,3294.224316191,2002-01-01,Actual values
P0441,Gross domestic product,QNU1102,Compensation of employees,Mining and quarrying,,Current prices,Rand Value,Quarterly,6111.612572075,2002-01-01,Actual values
P0441,Gross domestic product,QNU1103,Compensation of employees,Manufacturing,,Current prices,Rand Value,Quarterly,20882.082525707,2002-01-01,Actual values
P0441,Gross domestic product,QNU1104,Compensation of employees,"Electricity, gas and water",,Current prices,Rand Value,Quarterly,2363.776918244,2002-01-01,Actual values
P0441,Gross domestic product,QNU1105,Compensation of employees,Construction,,Current prices,Rand Value,Quarterly,3917.884995752,2002-01-01,Actual values
P0441,Gross domestic product,QNU1106,Compensation of employees,"Trade, catering and accommodation",,Current prices,Rand Value,Quarterly,18588.149737052,2002-01-01,Actual values
P0441,Gross domestic product,QNU1107,Compensation of employees,"Transport, storage and communication",,Current prices,Rand Value,Quarterly,10847.292269363,2002-01-01,Actual values
P0441,Gross domestic product,QNU1108,Compensation of employees,"Finance, real estate and business services",,Current prices,Rand Value,Quarterly,24352.829475733,2002-01-01,Actual values
P0441,Gross domestic product,QNU1109,Compensation of employees,General government services,,Current prices,Rand Value,Quarterly,16321.086631443,2002-01-01,Actual values
P0441,Gross domestic product,QNU1110,Compensation of employees,Personal services,,Current prices,Rand Value,Quarterly,35558.491970949,2002-01-01,Actual values
P0441,Gross domestic product,QNU1100,Compensation of employees,Compensation of employees (total),,Current prices,Rand Value,Quarterly,142237.431412509,2002-01-01,Actual values
P0441,Gross domestic product,QNU1201,Gross operating surplus and net other taxes on production,"Agriculture, forestry and fishing",,Current prices,Rand Value,Quarterly,3401.157909889,2002-01-01,Actual values
P0441,Gross domestic product,QNU1202,Gross operating surplus and net other taxes on production,Mining and quarrying,,Current prices,Rand Value,Quarterly,11549.492915002,2002-01-01,Actual values
P0441,Gross domestic product,QNU1203,Gross operating surplus and net other taxes on production,Manufacturing,,Current prices,Rand Value,Quarterly,38048.70878212,2002-01-01,Actual values
P0441,Gross domestic product,QNU1204,Gross operating surplus and net other taxes on production,"Electricity, gas and water",,Current prices,Rand Value,Quarterly,2366.659173011,2002-01-01,Actual values
P0441,Gross domestic product,QNU1205,Gross operating surplus and net other taxes on production,Construction,,Current prices,Rand Value,Quarterly,3149.099634813,2002-01-01,Actual values
P0441,Gross domestic product,QNU1206,Gross operating surplus and net other taxes on production,"Trade, catering and accommodation",,Current prices,Rand Value,Quarterly,17594.179659739,2002-01-01,Actual values
P0441,Gross domestic product,QNU1207,Gross operating surplus and net other taxes on production,"Transport, storage and communication",,Current prices,Rand Value,Quarterly,16578.786898983,2002-01-01,Actual values
P0441,Gross domestic product,QNU1208,Gross operating surplus and net other taxes on production,"Finance, real estate and business services",,Current prices,Rand Value,Quarterly,41307.606589715,2002-01-01,Actual values
P0441,Gross domestic product,QNU1209,Gross operating surplus and net other taxes on production,General government services,,Current prices,Rand Value,Quarterly,5052.549810357,2002-01-01,Actual values
P0441,Gross domestic product,QNU1210,Gross operating surplus and net other taxes on production,Personal services,,Current prices,Rand Value,Quarterly,9289.005105978,2002-01-01,Actual values
P0441,Gross domestic product,QNU1200,Gross operating surplus and net other taxes on production,Gross operating surplus (total),,Current prices,Rand Value,Quarterly,148337.246479608,2002-01-01,Actual values
P0441,Gross domestic product,QNU2010,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Current prices,Rand Value,Quarterly,250840.726046308,2002-01-01,Actual values
P0441,Gross domestic product,QNU2011,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Current prices,Rand Value,Quarterly,197102.580547721,2002-01-01,Actual values
P0441,Gross domestic product,QNU2012,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Current prices,Rand Value,Quarterly,53738.145498587,2002-01-01,Actual values
P0441,Gross domestic product,QNU2020,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Current prices,Rand Value,Quarterly,44222.436860234,2002-01-01,Actual values
P0441,Gross domestic product,QNU2021,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Current prices,Rand Value,Quarterly,44368.436860234,2002-01-01,Actual values
P0441,Gross domestic product,QNU2022,Expenditure on GDP,Gross capital formation,Change in inventories,Current prices,Rand Value,Quarterly,-146.0,2002-01-01,Actual values
P0441,Gross domestic product,QNU2030,Expenditure on GDP,Gross domestic expenditure,,Current prices,Rand Value,Quarterly,295063.162906541,2002-01-01,Actual values
P0441,Gross domestic product,QNU2040,Expenditure on GDP,Exports of goods and services,,Current prices,Rand Value,Quarterly,93846.0,2002-01-01,Actual values
P0441,Gross domestic product,QNU2050,Expenditure on GDP,Imports of goods and services,,Current prices,Rand Value,Quarterly,79234.0,2002-01-01,Actual values
P0441,Gross domestic product,QNU2000,Expenditure on GDP,Expenditure on GDP (total),,Current prices,Rand Value,Quarterly,309675.162906541,2002-01-01,Actual values
P0441,Gross domestic product,QNU2001,Residual (production less expenditure),,,Current prices,Rand Value,Quarterly,7686.514985575,2002-01-01,Actual values
P0441,Gross domestic product,QNU2002,Residual (production less expenditure),,,Current prices,Rand Value,Quarterly,2.422004773,2002-01-01,Actual values
P0441,Gross domestic product,QNU3010,Final consumption expenditure by households,Food and non-alcoholic beverages,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3020,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3030,Final consumption expenditure by households,Clothing and footwear,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3040,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3050,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3060,Final consumption expenditure by households,Health,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3070,Final consumption expenditure by households,Transport,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3080,Final consumption expenditure by households,Communication,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3090,Final consumption expenditure by households,Recreation and culture,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3100,Final consumption expenditure by households,Education,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3110,Final consumption expenditure by households,Restaurants and hotels,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3120,Final consumption expenditure by households,Miscellaneous goods and services,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU3210,Final consumption expenditure by households,Durable goods,,Current prices,Rand Value,Quarterly,19786.898686642,2002-01-01,Actual values
P0441,Gross domestic product,QNU3220,Final consumption expenditure by households,Semi-durable goods,,Current prices,Rand Value,Quarterly,18774.424476521,2002-01-01,Actual values
P0441,Gross domestic product,QNU3230,Final consumption expenditure by households,Non-durable goods,,Current prices,Rand Value,Quarterly,57849.007599868,2002-01-01,Actual values
P0441,Gross domestic product,QNU3240,Final consumption expenditure by households,Services,,Current prices,Rand Value,Quarterly,100692.24978469,2002-01-01,Actual values
P0441,Gross domestic product,QNU4020,Gross fixed capital formation (type of organisation),General government,,Current prices,Rand Value,Quarterly,8029.933330126,2002-01-01,Actual values
P0441,Gross domestic product,QNU4030,Gross fixed capital formation (type of organisation),Public corporations,,Current prices,Rand Value,Quarterly,4289.493143012,2002-01-01,Actual values
P0441,Gross domestic product,QNU4040,Gross fixed capital formation (type of organisation),Private business enterprises,,Current prices,Rand Value,Quarterly,32049.010387096,2002-01-01,Actual values
P0441,Gross domestic product,QNU4050,Gross fixed capital formation (type of asset),Residential buildings,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU4060,Gross fixed capital formation (type of asset),Non-residential buildings,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU4070,Gross fixed capital formation (type of asset),Construction works,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU4080,Gross fixed capital formation (type of asset),Transport equipment,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU4160,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU4170,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNU4150,Gross fixed capital formation (type of asset),Transfer costs,,Current prices,Rand Value,Quarterly,,2002-01-01,Actual values
P0441,Gross domestic product,QNS1001,Value added at basic prices,"Agriculture, forestry and fishing",,Current prices,Rand Value,Quarterly,36929.707236001,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1002,Value added at basic prices,Mining and quarrying,,Current prices,Rand Value,Quarterly,74068.631319666,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1003,Value added at basic prices,Manufacturing,,Current prices,Rand Value,Quarterly,243774.167275669,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1004,Value added at basic prices,"Electricity, gas and water",,Current prices,Rand Value,Quarterly,20125.439858395,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1005,Value added at basic prices,Construction,,Current prices,Rand Value,Quarterly,27633.393453712,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1006,Value added at basic prices,"Trade, catering and accommodation",,Current prices,Rand Value,Quarterly,151610.855677094,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1007,Value added at basic prices,"Transport, storage and communication",,Current prices,Rand Value,Quarterly,113422.788498853,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1008,Value added at basic prices,"Finance, real estate and business services",,Current prices,Rand Value,Quarterly,261826.363312946,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1009,Value added at basic prices,General government services,,Current prices,Rand Value,Quarterly,85225.203576177,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1010,Value added at basic prices,Personal services,,Current prices,Rand Value,Quarterly,176431.847157416,2002-01-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1011,Value added at basic prices,Value added at basic prices (total),,Current prices,Rand Value,Quarterly,1191048.397365929,2002-01-01,Seasonally adjusted and annualised values
